PE_chromosome	PE_start	PE_end	PE_identifier	Cassette_Yan_2015_Class	gene_symbol	alt_gene_list	element_chromosome	element_start	element_end	element_identifier	MIM_number	MIM_phenotypes	SFARI_genetic_category	SFARI_gene_score	SFARI_syndromic
chr1	108697946	108698016	PE_2_of_2_in_NM_018061.4_intron_3_0_chr1_108696338_f	NMD_in	PRPF38B	NA	chr1	108696337	108698603	NM_018061.4_intron_3_0_chr1_108696338_f	NA	NA	NA	NA	NA
chr1	109485331	109485508	PE_1_of_1_in_NM_001350175.2_intron_0_0_chr1_109484081_f	NMD_in	ATXN7L2	NA	chr1	109484080	109486056	NM_001350175.2_intron_0_0_chr1_109484081_f	NA	NA	NA	NA	NA
chr1	109985379	109985542	PE_1_of_1_in_NM_006621.7_intron_0_0_chr1_109985173_f	NMD_in	AHCYL1	AHCYL1, DCAL, IRBIT	chr1	109985172	110009033	NM_006621.7_intron_0_0_chr1_109985173_f	607826	NA	NA	NA	NA
chr1	111167105	111167189	PE_1_of_2_in_NM_006090.5_intron_3_0_chr1_111161297_f	NMD_in	CEPT1	CEPT1	chr1	111161296	111174878	NM_006090.5_intron_3_0_chr1_111161297_f	616751	NA	NA	NA	NA
chr1	111173113	111173257	PE_2_of_2_in_NM_006090.5_intron_3_0_chr1_111161297_f	NMD_in	CEPT1	CEPT1	chr1	111161296	111174878	NM_006090.5_intron_3_0_chr1_111161297_f	616751	NA	NA	NA	NA
chr1	111442989	111443090	PE_1_of_1_in_NM_024102.4_intron_2_0_chr1_111442762_r	NMD_in	WDR77	WDR77, MEP50	chr1	111442761	111443322	NM_024102.4_intron_2_0_chr1_111442762_r	611734	NA	NA	NA	NA
chr1	111706662	111706776	PE_1_of_1_in_NM_002884.4_intron_5_0_chr1_111704487_f	NMD_in	RAP1A	RAP1A, KREV1	chr1	111704486	111709148	NM_002884.4_intron_5_0_chr1_111704487_f	179520	NA	NA	NA	NA
chr1	113103608	113103784	PE_1_of_1_in_NM_014813.3_intron_10_0_chr1_113100489_f	NMD_in	LRIG2	LRIG2, LIG2, KIAA0806, UFS2	chr1	113100488	113107593	NM_014813.3_intron_10_0_chr1_113100489_f	608869	Urofacial syndrome 2, 615112 (3), Autosomal recessive	NA	NA	NA
chr1	113796185	113796302	PE_1_of_1_in_NM_018364.5_intron_4_0_chr1_113777809_r	NMD_in	RSBN1	RSBN1, ROSBIN	chr1	113777808	113797362	NM_018364.5_intron_4_0_chr1_113777809_r	615858	NA	NA	NA	NA
chr1	113959264	113959390	PE_1_of_1_in_NM_198268.3_intron_7_0_chr1_113958292_f	NMD_in	HIPK1	HIPK1	chr1	113958291	113962316	NM_198268.3_intron_7_0_chr1_113958292_f	608003	NA	NA	NA	NA
chr1	113962634	113963094	PE_1_of_1_in_NM_198268.3_intron_8_0_chr1_113962439_f	NMD_in	HIPK1	HIPK1	chr1	113962438	113963386	NM_198268.3_intron_8_0_chr1_113962439_f	608003	NA	NA	NA	NA
chr1	114136921	114137064	PE_1_of_1_in_NM_001253772.2_intron_4_0_chr1_114103722_r	NMD_in	SYT6	SYT6	chr1	114103721	114137494	NM_001253772.2_intron_4_0_chr1_114103722_r	607718	NA	NA	NA	NA
chr1	114738218	114738255	PE_1_of_1_in_NM_001007553.3_intron_16_0_chr1_114738073_r	NMD_in	CSDE1	CSDE1, D1S155E, UNR	chr1	114738072	114739691	NM_001007553.3_intron_16_0_chr1_114738073_r	191510	NA	Rare Single Gene Mutation, Syndromic	1	0
chr1	116661885	116662098	PE_1_of_1_in_NM_001007237.3_intron_8_0_chr1_116616458_r	NMD_in	IGSF3	IGSF3, LCDD	chr1	116616457	116666283	NM_001007237.3_intron_8_0_chr1_116616458_r	603491	?Lacrimal duct defect, 149700 (3), Autosomal recessive	NA	NA	NA
chr1	116972756	116972839	PE_1_of_1_in_NM_020440.4_intron_5_0_chr1_116967331_f	NMD_in	PTGFRN	PTGFRN, FPRP	chr1	116967330	116974215	NM_020440.4_intron_5_0_chr1_116967331_f	601204	NA	NA	NA	NA
chr1	119924976	119925189	PE_1_of_1_in_NM_024408.4_intron_8_0_chr1_119923985_r	NMD_in	NOTCH2	NOTCH2, AGS2, HJCYS	chr1	119923984	119925304	NM_024408.4_intron_8_0_chr1_119923985_r	600275	Alagille syndrome 2, 610205 (3), Autosomal dominant; Hajdu-Cheney syndrome, 102500 (3), Autosomal dominant	NA	NA	NA
chr1	145787011	145787062	PE_1_of_1_in_NM_014455.4_intron_6_0_chr1_145784597_r	NMD_in	RNF115	RNF115, BCA2, RABRING7, ZFP364	chr1	145784596	145788907	NM_014455.4_intron_6_0_chr1_145784597_r	619535	NA	NA	NA	NA
chr1	145946846	145946919	PE_1_of_1_in_NM_153713.3_intron_3_0_chr1_145942854_r	NMD_in	LIX1L	NA	chr1	145942853	145947618	NM_153713.3_intron_3_0_chr1_145942854_r	NA	NA	NA	NA	NA
chr1	149031163	149031223	PE_1_of_1_in_NM_001395426.1_intron_45_0_chr1_149030279_f	NMD_in	PDE4DIP	PDE4DIP, MMGL, KIAA0454, KIAA0477	chr1	149030278	149031943	NM_001395426.1_intron_45_0_chr1_149030279_f	608117	NA	NA	NA	NA
chr1	150110224	150110425	PE_1_of_1_in_NM_007259.5_intron_12_0_chr1_150093649_f	NMD_in	VPS45	VPS45, VPS45A, SCN5	chr1	150093648	150110495	NM_007259.5_intron_12_0_chr1_150093649_f	610035	Neutropenia, severe congenital, 5, autosomal recessive, 615285 (3), Autosomal recessive	NA	NA	NA
chr1	150261161	150261182	PE_1_of_1_in_NM_012113.3_intron_1_0_chr1_150260172_f	NMD_in	CA14	CA14	chr1	150260171	150261458	NM_012113.3_intron_1_0_chr1_150260172_f	604832	NA	NA	NA	NA
chr1	150327556	150327651	PE_1_of_1_in_NM_004698.4_intron_2_0_chr1_150325882_f	NMD_in	PRPF3	PRPF3, HPRP3, RP18	chr1	150325881	150328319	NM_004698.4_intron_2_0_chr1_150325882_f	607301	Retinitis pigmentosa 18, 601414 (3), Autosomal dominant	NA	NA	NA
chr1	151693592	151693661	PE_1_of_1_in_NM_001330723.2_intron_10_0_chr1_151693484_f	NMD_in	SNX27	SNX27, MRT1	chr1	151693483	151694369	NM_001330723.2_intron_10_0_chr1_151693484_f	611541	NA	NA	NA	NA
chr1	151704129	151704190	PE_1_of_1_in_NM_007185.7_intron_0_0_chr1_151703449_r	NMD_in	CELF3	CELF3, TNRC4, BRUNOL1	chr1	151703448	151705030	NM_007185.7_intron_0_0_chr1_151703449_r	612678	NA	NA	NA	NA
chr1	153948833	153948899	PE_1_of_1_in_NM_181715.3_intron_1_0_chr1_153948645_r	NMD_in	CRTC2	CRTC2, TORC2	chr1	153948644	153949114	NM_181715.3_intron_1_0_chr1_153948645_r	608972	NA	NA	NA	NA
chr1	153990913	153991033	PE_1_of_1_in_NM_001030.6_intron_0_0_chr1_153990803_f	NMD_in	RPS27	RPS27, MPS1, DBA17	chr1	153990802	153991114	NM_001030.6_intron_0_0_chr1_153990803_f	603702	?Diamond-Blackfan anemia 17, 617409 (3), Autosomal dominant	NA	NA	NA
chr1	154172028	154172103	PE_1_of_1_in_NM_152263.4_intron_4_0_chr1_154171489_r	NMD_in	TPM3	TPM3, NEM1, CFTD, CAPM1	chr1	154171488	154172907	NM_152263.4_intron_4_0_chr1_154171489_r	191030	CAP myopathy 1, 609284 (3), Autosomal recessive, Autosomal dominant; Myopathy, congenital, with fiber-type disproportion, 255310 (3), Autosomal recessive, Autosomal dominant; Nemaline myopathy 1, autosomal dominant or recessive, 609284 (3), Autosomal recessive, Autosomal dominant	NA	NA	NA
chr1	154556839	154556959	PE_1_of_1_in_NM_017582.7_intron_11_0_chr1_154555965_r	NMD_in	UBE2Q1	UBE2Q1, GTAP, NICE5	chr1	154555964	154558226	NM_017582.7_intron_11_0_chr1_154555965_r	617429	NA	NA	NA	NA
chr1	154975126	154975167	PE_1_of_1_in_NM_001826.3_intron_0_0_chr1_154974805_f	NMD_in	CKS1B	CKS1B, CKS1	chr1	154974804	154977986	NM_001826.3_intron_0_0_chr1_154974805_f	116900	NA	NA	NA	NA
chr1	155061116	155061235	PE_1_of_1_in_NM_207197.3_intron_18_0_chr1_155060833_f	NMD_in	ADAM15	ADAM15, MDC15	chr1	155060832	155061414	NM_207197.3_intron_18_0_chr1_155060833_f	605548	NA	NA	NA	NA
chr1	155061575	155061645	PE_1_of_1_in_NM_207197.3_intron_19_0_chr1_155061490_f	NMD_in	ADAM15	ADAM15, MDC15	chr1	155061489	155061903	NM_207197.3_intron_19_0_chr1_155061490_f	605548	NA	NA	NA	NA
chr1	155174600	155174640	PE_1_of_1_in_NM_025058.5_intron_0_0_chr1_155174030_f	NMD_in	TRIM46	GENEY	chr1	155174029	155175385	NM_025058.5_intron_0_0_chr1_155174030_f	600986	NA	NA	NA	NA
chr1	155462452	155462598	PE_1_of_1_in_NM_018489.3_intron_24_0_chr1_155459899_r	NMD_in	ASH1L	ASH1L, KIAA1420, ASH1, MRD52	chr1	155459898	155477885	NM_018489.3_intron_24_0_chr1_155459899_r	607999	Intellectual developmental disorder, autosomal dominant 52, 617796 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	0
chr1	156053072	156053092	PE_1_of_1_in_NM_020131.5_intron_9_0_chr1_156051858_r	NMD_in	UBQLN4	UBQLN4, A1U, C1orf6	chr1	156051857	156053593	NM_020131.5_intron_9_0_chr1_156051858_r	605440	NA	NA	NA	NA
chr1	156160011	156160276	PE_1_of_1_in_NM_022367.4_intron_5_0_chr1_156158825_f	NMD_in	SEMA4A	SEMA4A, SEMB, RP35, CORD10	chr1	156158824	156160442	NM_022367.4_intron_5_0_chr1_156158825_f	607292	Retinitis pigmentosa 35, 610282 (3), Autosomal recessive, Autosomal dominant; Cone-rod dystrophy 10, 610283 (3), Autosomal recessive	NA	NA	NA
chr1	156246473	156246552	PE_1_of_1_in_NM_198406.3_intron_5_0_chr1_156246251_r	NMD_in	PAQR6	PAQR6	chr1	156246250	156246680	NM_198406.3_intron_5_0_chr1_156246251_r	614579	NA	NA	NA	NA
chr1	156744500	156744569	PE_1_of_1_in_NM_004494.3_intron_2_0_chr1_156744349_r	NMD_in	HDGF	HDGF	chr1	156744348	156745007	NM_004494.3_intron_2_0_chr1_156744349_r	600339	NA	NA	NA	NA
chr1	160220458	160220690	PE_1_of_1_in_NM_015726.4_intron_2_0_chr1_160218969_r	NMD_in	DCAF8	DCAF8, WDR42A, GAN2	chr1	160218968	160222650	NM_015726.4_intron_2_0_chr1_160218969_r	615820	?Giant axonal neuropathy 2, autosomal dominant, 610100 (3), Autosomal dominant	NA	NA	NA
chr1	160283243	160283394	PE_1_of_1_in_NM_002857.4_intron_5_0_chr1_160283110_r	NMD_in	PEX19	PEX19, PXF, HK33, D1S2223E, PBD12A	chr1	160283109	160283529	NM_002857.4_intron_5_0_chr1_160283110_r	600279	Peroxisome biogenesis disorder 12A (Zellweger), 614886 (3), Autosomal recessive	NA	NA	NA
chr1	160354548	160354730	PE_1_of_1_in_NM_015331.3_intron_10_0_chr1_160354291_f	NMD_in	NCSTN	NCSTN	chr1	160354290	160355654	NM_015331.3_intron_10_0_chr1_160354291_f	605254	Acne inversa, familial, 1, 142690 (3), Autosomal dominant	NA	NA	NA
chr1	161365877	161366036	PE_1_of_1_in_NM_001013625.4_intron_1_0_chr1_161365703_r	NMD_in	CFAP126	CFAP126, FLTP	chr1	161365702	161366197	NM_001013625.4_intron_1_0_chr1_161365703_r	616119	NA	NA	NA	NA
chr1	162111811	162111919	PE_1_of_1_in_NM_014697.3_intron_0_0_chr1_162070283_f	NMD_in	NOS1AP	NOS1AP, CAPON, KIAA0464, NPHS22	chr1	162070282	162154404	NM_014697.3_intron_0_0_chr1_162070283_f	605551	Nephrotic syndrome, type 22, 619155 (3), Autosomal recessive	NA	NA	NA
chr1	165442120	165442324	PE_1_of_1_in_NM_006917.5_intron_8_0_chr1_165428967_r	NMD_in	RXRG	RXRG	chr1	165428966	165444844	NM_006917.5_intron_8_0_chr1_165428967_r	180247	NA	NA	NA	NA
chr1	166927586	166927669	PE_1_of_1_in_NM_199351.3_intron_3_0_chr1_166927181_r	NMD_in	ILDR2	ILDR2	chr1	166927180	166935300	NM_199351.3_intron_3_0_chr1_166927181_r	618081	NA	NA	NA	NA
chr1	167303473	167303573	PE_1_of_1_in_NM_002697.4_intron_0_0_chr1_167220959_f	NMD_in	POU2F1	OTF1, OCT1	chr1	167220958	167332469	NM_002697.4_intron_0_0_chr1_167220959_f	164175	NA	NA	NA	NA
chr1	168039999	168040078	PE_1_of_1_in_NM_001198956.2_intron_12_0_chr1_168038489_f	NMD_in	DCAF6	DCAF6, IQWD1, NRIP	chr1	168038488	168043024	NM_001198956.2_intron_12_0_chr1_168038489_f	610494	NA	NA	NA	NA
chr1	169980731	169981858	PE_1_of_1_in_NM_014970.4_intron_4_0_chr1_169978184_r	NMD_in	KIFAP3	KIFAP3, SMAP	chr1	169978183	169981971	NM_014970.4_intron_4_0_chr1_169978184_r	601836	NA	NA	NA	NA
chr1	169987637	169987736	PE_1_of_1_in_NM_014970.4_intron_8_0_chr1_169984691_r	NMD_in	KIFAP3	KIFAP3, SMAP	chr1	169984690	169992154	NM_014970.4_intron_8_0_chr1_169984691_r	601836	NA	NA	NA	NA
chr1	171569351	171569376	PE_1_of_1_in_NM_001387844.1_intron_22_0_chr1_171568340_f	NMD_in	PRRC2C	PRRC2C, KIAA1096	chr1	171568339	171571319	NM_001387844.1_intron_22_0_chr1_171568340_f	617373	NA	NA	NA	NA
chr1	172603059	172603149	PE_1_of_1_in_NM_014283.5_intron_21_0_chr1_172602788_f	NMD_in	SUCO	SUCO, C1orf9	chr1	172602787	172608746	NM_014283.5_intron_21_0_chr1_172602788_f	619434	NA	NA	NA	NA
chr1	174876872	174877604	PE_1_of_1_in_NM_001366446.1_intron_18_0_chr1_174811961_f	NMD_in	RABGAP1L	RABGAP1L, TBC1D18, KIAA0471	chr1	174811960	174957456	NM_001366446.1_intron_18_0_chr1_174811961_f	609238	NA	NA	NA	NA
chr1	174964960	174964984	PE_1_of_1_in_NM_001366446.1_intron_19_0_chr1_174957550_f	NMD_in	RABGAP1L	RABGAP1L, TBC1D18, KIAA0471	chr1	174957549	174969276	NM_001366446.1_intron_19_0_chr1_174957550_f	609238	NA	NA	NA	NA
chr1	174985402	174985480	PE_1_of_1_in_NM_001366446.1_intron_23_0_chr1_174982906_f	NMD_in	RABGAP1L	RABGAP1L, TBC1D18, KIAA0471	chr1	174982905	174988640	NM_001366446.1_intron_23_0_chr1_174982906_f	609238	NA	NA	NA	NA
chr1	178796621	178796768	PE_1_of_1_in_NM_152663.5_intron_3_0_chr1_178785608_f	NMD_in	RALGPS2	RALGPS2, FLJ10244	chr1	178785607	178808044	NM_152663.5_intron_3_0_chr1_178785608_f	617819	NA	NA	NA	NA
chr1	180178111	180178580	PE_1_of_1_in_NM_002826.5_intron_3_0_chr1_180176034_f	NMD_in	QSOX1	QSOX1	chr1	180176033	180178793	NM_002826.5_intron_3_0_chr1_180176034_f	603120	NA	NA	NA	NA
chr1	180801150	180801259	PE_1_of_1_in_NM_004736.4_intron_2_0_chr1_180787855_f	NMD_in	XPR1	XPR1, SYG1, IBGC6	chr1	180787854	180803387	NM_004736.4_intron_2_0_chr1_180787855_f	605237	Basal ganglia calcification, idiopathic, 6, 616413 (3), Autosomal dominant	NA	NA	NA
chr1	182855576	182855712	PE_1_of_1_in_NM_001357.5_intron_5_0_chr1_182854179_f	NMD_in	DHX9	DHX9, DDX9, NDHII	chr1	182854178	182856531	NM_001357.5_intron_5_0_chr1_182854179_f	603115	NA	NA	NA	NA
chr1	183502252	183502390	PE_1_of_1_in_NM_001375584.1_intron_0_0_chr1_183472650_f	NMD_in	SMG7	SMG7, EST1C, KIAA0250	chr1	183472649	183512836	NM_001375584.1_intron_0_0_chr1_183472650_f	610964	NA	NA	NA	NA
chr1	183527625	183527730	PE_1_of_1_in_NM_001375584.1_intron_4_0_chr1_183526768_f	NMD_in	SMG7	SMG7, EST1C, KIAA0250	chr1	183526767	183527955	NM_001375584.1_intron_4_0_chr1_183526768_f	610964	NA	NA	NA	NA
chr1	183528507	183528606	PE_1_of_1_in_NM_001375584.1_intron_5_0_chr1_183528028_f	NMD_in	SMG7	SMG7, EST1C, KIAA0250	chr1	183528027	183528891	NM_001375584.1_intron_5_0_chr1_183528028_f	610964	NA	NA	NA	NA
chr1	183817322	183817428	PE_1_of_1_in_NM_001297671.3_intron_1_0_chr1_183806486_f	NMD_in	RGL1	RGL1, RGL	chr1	183806485	183847565	NM_001297671.3_intron_1_0_chr1_183806486_f	605667	NA	NA	NA	NA
chr1	193020306	193020455	PE_1_of_1_in_NM_001199261.3_intron_0_0_chr1_193016396_r	NMD_in	UCHL5	UCHL5, UCH37	chr1	193016395	193021096	NM_001199261.3_intron_0_0_chr1_193016396_r	610667	NA	NA	NA	NA
chr1	193161122	193161189	PE_1_of_1_in_NM_024529.5_intron_9_0_chr1_193152445_f	NMD_in	CDC73	CDC73, HRPT2, C1orf28	chr1	193152444	193203794	NM_024529.5_intron_9_0_chr1_193152445_f	607393	Hyperparathyroidism, familial primary, 145000 (3), Autosomal dominant; Parathyroid adenoma with cystic changes, 145001 (3), Autosomal dominant; Parathyroid carcinoma, 608266 (3); Hyperparathyroidism-jaw tumor syndrome, 145001 (3), Autosomal dominant	NA	NA	NA
chr1	200855351	200855919	PE_1_of_1_in_NM_203459.4_intron_13_0_chr1_200854890_f	NMD_in	CAMSAP2	CAMSAP1L, CAMSAP2, KIAA1078	chr1	200854889	200856009	NM_203459.4_intron_13_0_chr1_200854890_f	613775	NA	NA	NA	NA
chr1	200974003	200974193	PE_1_of_1_in_NM_001252102.2_intron_0_0_chr1_200973579_r	NMD_in	KIF21B	KIF21B, KIAA0449	chr1	200973578	200974713	NM_001252102.2_intron_0_0_chr1_200973579_r	608322	NA	NA	NA	NA
chr1	201021365	201021544	PE_1_of_1_in_NM_001252102.2_intron_33_0_chr1_201009489_r	NMD_in	KIF21B	KIF21B, KIAA0449	chr1	201009488	201023342	NM_001252102.2_intron_33_0_chr1_201009489_r	608322	NA	NA	NA	NA
chr1	201834953	201835070	PE_1_of_1_in_NM_018085.5_intron_0_0_chr1_201829373_f	NMD_in	IPO9	NA	chr1	201829372	201847278	NM_018085.5_intron_0_0_chr1_201829373_f	NA	NA	NA	NA	NA
chr1	201855636	201855672	PE_1_of_1_in_NM_018085.5_intron_8_0_chr1_201855183_f	NMD_in	IPO9	NA	chr1	201855182	201855782	NM_018085.5_intron_8_0_chr1_201855183_f	NA	NA	NA	NA	NA
chr1	201868345	201868524	PE_1_of_1_in_NM_018085.5_intron_14_0_chr1_201866960_f	NMD_in	IPO9	NA	chr1	201866959	201868647	NM_018085.5_intron_14_0_chr1_201866960_f	NA	NA	NA	NA	NA
chr1	203017755	203017918	PE_1_of_1_in_NM_138391.6_intron_4_0_chr1_203016141_f	NMD_in	TMEM183A	NA	chr1	203016140	203018480	NM_138391.6_intron_4_0_chr1_203016141_f	NA	NA	NA	NA	NA
chr1	203075967	203076075	PE_1_of_1_in_NM_001304331.2_intron_28_0_chr1_203075758_f	NMD_in	PPFIA4	PPFIA4	chr1	203075757	203076340	NM_001304331.2_intron_28_0_chr1_203075758_f	603145	NA	NA	NA	NA
chr1	204261959	204262010	PE_1_of_1_in_NM_014935.5_intron_16_0_chr1_204261449_r	NMD_in	PLEKHA6	PEPP3, KIAA0969	chr1	204261448	204264941	NM_014935.5_intron_16_0_chr1_204261449_r	607771	NA	NA	NA	NA
chr1	204446924	204447022	PE_1_of_1_in_NM_001377334.1_intron_17_0_chr1_204446145_r	NMD_in	PIK3C2B	PIK3C2B	chr1	204446144	204447435	NM_001377334.1_intron_17_0_chr1_204446145_r	602838	NA	NA	NA	NA
chr1	204537989	204538128	PE_1_of_1_in_NM_002393.5_intron_5_0_chr1_204537498_f	NMD_in	MDM4	MDM4, BMFS6	chr1	204537497	204538208	NM_002393.5_intron_5_0_chr1_204537498_f	602704	?Bone marrow failure syndrome 6, 618849 (3), Autosomal dominant	NA	NA	NA
chr1	204985909	204986113	PE_1_of_1_in_NM_001005388.3_intron_20_0_chr1_204982021_f	NMD_in	NFASC	NFASC, KIAA0756, NEDCPMD	chr1	204982020	204987417	NM_001005388.3_intron_20_0_chr1_204982021_f	609145	Neurodevelopmental disorder with central and peripheral motor dysfunction, 618356 (3), Autosomal recessive	NA	NA	NA
chr1	205193091	205193235	PE_1_of_1_in_NM_015375.3_intron_11_0_chr1_205187807_r	NMD_in	DSTYK	DSTYK, KIAA0472, RIP5, DUSTYPK, CAKUT1, SPG23	chr1	205187806	205211270	NM_015375.3_intron_11_0_chr1_205187807_r	612666	Congenital anomalies of kidney and urinary tract 1, 610805 (3), Autosomal dominant; Spastic paraplegia 23, 270750 (3), Autosomal recessive	NA	NA	NA
chr1	205832396	205832510	PE_1_of_1_in_NM_152491.5_intron_1_0_chr1_205830380_r	NMD_in	PM20D1	PM20D1	chr1	205830379	205832597	NM_152491.5_intron_1_0_chr1_205830380_r	617124	NA	NA	NA	NA
chr1	206458370	206458408	PE_1_of_1_in_NM_015326.5_intron_20_0_chr1_206455025_f	NMD_in	SRGAP2	SRGAP2, KIAA0456	chr1	206455024	206458622	NM_015326.5_intron_20_0_chr1_206455025_f	606524	NA	NA	NA	NA
chr1	208077317	208077491	PE_1_of_1_in_NM_025179.4_intron_19_0_chr1_208060838_r	NMD_in	PLXNA2	PLXNA2, OCT, PLXN2	chr1	208060837	208079259	NM_025179.4_intron_19_0_chr1_208060838_r	601054	NA	NA	NA	NA
chr1	209595625	209595705	PE_1_of_1_in_NM_020439.3_intron_1_0_chr1_209595076_f	NMD_in	CAMK1G	CAMK1G, CLICK3	chr1	209595075	209599982	NM_020439.3_intron_1_0_chr1_209595076_f	614994	NA	NA	NA	NA
chr1	211271695	211271873	PE_1_of_1_in_NM_001136223.3_intron_2_0_chr1_211271310_f	NMD_in	RCOR3	NA	chr1	211271309	211274209	NM_001136223.3_intron_2_0_chr1_211271310_f	NA	NA	NA	NA	NA
chr1	211312354	211312486	PE_1_of_1_in_NM_001136223.3_intron_9_0_chr1_211304141_f	NMD_in	RCOR3	NA	chr1	211304140	211312719	NM_001136223.3_intron_9_0_chr1_211304141_f	NA	NA	NA	NA	NA
chr1	211974924	211974949	PE_1_of_1_in_NM_015434.4_intron_6_0_chr1_211968708_r	NMD_in	INTS7	INTS7, INT7	chr1	211968707	211975165	NM_015434.4_intron_6_0_chr1_211968708_r	611350	NA	NA	NA	NA
chr1	212785193	212785316	PE_1_of_1_in_NM_015471.4_intron_3_0_chr1_212784494_r	NMD_in	NSL1	NSL1, DC8, C1orf48	chr1	212784493	212787558	NM_015471.4_intron_3_0_chr1_212784494_r	609174	NA	NA	NA	NA
chr1	212864391	212864518	PE_1_of_1_in_NM_014053.4_intron_1_0_chr1_212863870_f	NMD_in	FLVCR1	FLVCR1, AXPC1, PCARP	chr1	212863869	212872677	NM_014053.4_intron_1_0_chr1_212863870_f	609144	Ataxia, posterior column, with retinitis pigmentosa, 609033 (3), Autosomal recessive	NA	NA	NA
chr1	213011207	213011457	PE_1_of_1_in_NM_144567.5_intron_6_0_chr1_213008467_r	NMD_in	ANGEL2	ANGEL2, CCR4D	chr1	213008466	213013092	NM_144567.5_intron_6_0_chr1_213008467_r	619001	NA	NA	NA	NA
chr1	213072869	213072985	PE_1_of_1_in_NM_012424.6_intron_1_0_chr1_213071042_f	NMD_in	RPS6KC1	RPS6KC1, RPK118	chr1	213071041	213077695	NM_012424.6_intron_1_0_chr1_213071042_f	617517	NA	NA	NA	NA
chr1	223805621	223805707	PE_1_of_1_in_NM_001031685.3_intron_12_0_chr1_223804349_r	NMD_in	TP53BP2	TP53BP2, ASPP2	chr1	223804348	223806845	NM_001031685.3_intron_12_0_chr1_223804349_r	602143	NA	NA	NA	NA
chr1	224393019	224393221	PE_1_of_1_in_NM_001379403.1_intron_0_0_chr1_224389861_r	NMD_in	WDR26	WDR26, SKDEAS	chr1	224389860	224393827	NM_001379403.1_intron_0_0_chr1_224389861_r	617424	Skraban-Deardorff syndrome, 617616 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	NA	1
chr1	224419155	224419179	PE_1_of_1_in_NM_001379403.1_intron_8_0_chr1_224418417_r	NMD_in	WDR26	WDR26, SKDEAS	chr1	224418416	224419517	NM_001379403.1_intron_8_0_chr1_224418417_r	617424	Skraban-Deardorff syndrome, 617616 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic	NA	1
chr1	225537167	225537249	PE_1_of_1_in_NM_018212.6_intron_10_0_chr1_225530639_r	NMD_in	ENAH	ENAH, ENA, MENA, NDPP1	chr1	225530638	225554905	NM_018212.6_intron_10_0_chr1_225530639_r	609061	NA	NA	NA	NA
chr1	226065488	226065550	PE_1_of_1_in_NM_002107.7_intron_1_0_chr1_226064480_f	NMD_in	H3-3A	H3-3A, H3F3A, H3F3, BRYLIB1	chr1	226064479	226065655	NM_002107.7_intron_1_0_chr1_226064480_f	601128	Bryant-Li-Bhoj neurodevelopmental syndrome 1, 619720 (3), Autosomal dominant	NA	NA	NA
chr1	226964670	226964757	PE_1_of_1_in_NM_020247.5_intron_1_0_chr1_226961563_f	NMD_in	COQ8A	ADCK3, COQ8, CABC1, SCAR9, ARCA2, COQ10D4	chr1	226961562	226964999	NM_020247.5_intron_1_0_chr1_226961563_f	606980	Coenzyme Q10 deficiency, primary, 4, 612016 (3), Autosomal recessive	NA	NA	NA
chr1	227115250	227115296	PE_1_of_1_in_NM_001394014.1_intron_24_0_chr1_227112914_r	NMD_in	CDC42BPA	CDC42BPA, PK428, MRCKA	chr1	227112913	227119803	NM_001394014.1_intron_24_0_chr1_227112914_r	603412	NA	NA	NA	NA
chr1	227219262	227219419	PE_1_of_1_in_NM_001394014.1_intron_34_0_chr1_227213220_r	NMD_in	CDC42BPA	CDC42BPA, PK428, MRCKA	chr1	227213219	227254063	NM_001394014.1_intron_34_0_chr1_227213220_r	603412	NA	NA	NA	NA
chr1	230936158	230936264	PE_1_of_1_in_NM_024525.5_intron_14_0_chr1_230933862_r	NMD_in	TTC13	NA	chr1	230933861	230939385	NM_024525.5_intron_14_0_chr1_230933862_r	NA	NA	NA	NA	NA
chr1	235136577	235136749	PE_1_of_1_in_NM_015014.4_intron_2_0_chr1_235136074_r	NMD_in	RBM34	NA	chr1	235136073	235137876	NM_015014.4_intron_2_0_chr1_235136074_r	NA	NA	NA	NA	NA
chr1	235176747	235176902	PE_1_of_1_in_NM_016374.6_intron_2_0_chr1_235175400_r	NMD_in	ARID4B	ARID4B, SAP180, RBP1L1, RBBP1L1, BRCAA1	chr1	235175399	235177799	NM_016374.6_intron_2_0_chr1_235175400_r	609696	NA	NA	NA	NA
chr1	235225322	235225452	PE_1_of_1_in_NM_016374.6_intron_12_0_chr1_235224776_r	NMD_in	ARID4B	ARID4B, SAP180, RBP1L1, RBBP1L1, BRCAA1	chr1	235224775	235229230	NM_016374.6_intron_12_0_chr1_235224776_r	609696	NA	NA	NA	NA
chr1	240234251	240234450	PE_1_of_1_in_NM_020066.5_intron_5_0_chr1_240211236_f	NMD_in	FMN2	FMN2, MRT47	chr1	240211235	240257944	NM_020066.5_intron_5_0_chr1_240211236_f	606373	Intellectual developmental disorder, autosomal recessive 47, 616193 (3), Autosomal recessive	NA	NA	NA
