HGNC ID	Approved symbol	Previous symbols	Alias symbols	Chromosome	Accession numbers	Alias names	Previous name
HGNC:23337	ACBD4		FLJ13322	17q21.31	BC029164		"acyl-Coenzyme A binding domain containing 4"
HGNC:23338	ACBD5		DKFZp434A2417, KIAA1996	10p12.1	AF505653		"acyl-Coenzyme A binding domain containing 5"
HGNC:23339	ACBD6		MGC2404	1q25.2-q25.3	BC006505		"acyl-Coenzyme A binding domain containing 6"
HGNC:17715	ACBD7		FLJ38219, bA455B2.2	10p13	AK095538		"acyl-Coenzyme A binding domain containing 7"
HGNC:96	ACBP
HGNC:97	ACC
HGNC:98	ACCN
HGNC:14594	ACCPN			15q13-q15			"agenesis of corpus callosum and peripheral neuropathy (Andermann syndrome)"
HGNC:23989	ACCS		PHACS, ACS	11p11.2	AY026508		"1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)"
HGNC:34391	ACCSL			11p11.2			"1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like"
HGNC:25070	ACD		Ptop, Pip1, Tpp1, Tint1	16q22.1	AF070535	"TIN2 interacting protein 1", "POT1 and TIN2 organizing protein"	"adrenocortical dysplasia homolog (mouse)"
HGNC:2707	ACE	DCP1	ACE1, CD143	17q23.3	J04144	"peptidyl-dipeptidase A"	"angiotensin I converting enzyme (peptidyl-dipeptidase A) 1"
HGNC:13557	ACE2		ACEH	Xp22.2	AF291820	"peptidyl-dipeptidase A"	"angiotensin I converting enzyme (peptidyl-dipeptidase A) 2", "angiotensin I converting enzyme 2"
HGNC:44365	ACE3P			17q23.3		"peptidyl-dipeptidase A, pseudogene"	"angiotensin I converting enzyme (peptidyl-dipeptidase A) 3, pseudogene"
HGNC:18356	ACER1	ASAH3		19p13.3	AF347024		"N-acylsphingosine amidohydrolase (alkaline ceramidase) 3"
HGNC:23675	ACER2	ASAH3L	FLJ41587, ALKCDase2	9p22.1	AK123581		"N-acylsphingosine amidohydrolase 3-like"
HGNC:54674	ACER2P1			2q33.3
HGNC:16066	ACER3	PHCA	FLJ11238, APHC	11q13.5	AF214454	"alkaline phytoceramidase"	"phytoceramidase, alkaline"
HGNC:106	ACH
HGNC:107	ACHAP			reserved			"acetylcholinesterase-associated protein"
HGNC:108	ACHE	YT		7q22.1		"Yt blood group"	"acetylcholinesterase (YT blood group)", "acetylcholinesterase (Yt blood group)"
HGNC:109	ACHM1	RMCH		14
HGNC:110	ACHM2
HGNC:111	ACHM3			8q22.1-q22.2			"achromatopsia (rod monochromacy) 3"
HGNC:112	ACHRD
HGNC:113	ACHRG
HGNC:17066	ACIN1	ACINUS	KIAA0670, fSAP152	14q11.2	AB014570	"functional spliceosome-associated protein 152"	"apoptotic chromatin condensation inducer in the nucleus"
HGNC:4035	ACKR1	FY, DARC	CCBP1, GPD, Dfy, CD234	1q23.2	U01839	"atypical chemokine receptor 1", "glycoprotein D"	"Duffy blood group", "Duffy blood group, chemokine receptor", "Duffy blood group, atypical chemokine receptor"
HGNC:1565	ACKR2	CMKBR9, CCBP2	CCR10, D6, CCR9	3p22.1	U94888		"chemokine binding protein 2"
HGNC:23692	ACKR3	CMKOR1, CXCR7	RDC1, GPR159	2q37.3	BC008459		"chemokine orphan receptor 1", "chemokine (C-X-C motif) receptor 7"
HGNC:1611	ACKR4	CCRL1	CCR11, CCBP2, VSHK1, CCX-CKR, PPR1	3q22.1	AF110640		"chemokine (C-C motif) receptor-like 1"
HGNC:21142	ACKR4P1	CCRL1P, CCRL1P1	dJ509I19.4	6q24.1			"chemokine (C-C motif) receptor-like 1 pseudogene", "C-C motif chemokine receptor like 1 pseudogene 1"
HGNC:114	ACLS			12p13.3-p11.2
HGNC:115	ACLY		ATPCL, CLATP, ACL	17q21.2	X64330	"ATP citrate synthase"
HGNC:116	ACMG
HGNC:19288	ACMSD			2q21.3	AB071418
HGNC:34504	ACNATP	BAATP1		9q31.1		"acid-CoA: amino acid N-acyltransferase, pseudogene"	"bile acid-CoA:amino acid N-acyltransferase pseudogene 1"
HGNC:117	ACO1	IREB1	IRP1, IREBP	9p21.1	M58510	"aconitate hydratase, cytoplasmic", "soluble aconitase", "cytosplasmic aconitase"	"aconitase 1, soluble"
HGNC:118	ACO2		ACONM	22q13.2	AH006514	"aconitate hydratase, mitochondrial", "mitochondrial aconitase"	"aconitase 2, mitochondrial"
HGNC:33904	ACOD1	IRG1	CAD	13q22.3			"immunoresponsive 1 homolog (mouse)"
HGNC:33128	ACOT1		ACH2, CTE-1, LACH2	14q24.3	DQ082754
HGNC:18431	ACOT2		Mte1, ZAP128	14q24.3	AY005822, AK001939	"mitochondrial acyl-CoA thioesterase 1"
HGNC:19748	ACOT4		FLJ31235, PTE-Ib, PTE2B	14q24.3	BC031799
HGNC:33159	ACOT6	C14orf42		14q24.3	DQ082756, BF109853		"chromosome 14 open reading frame 42"
HGNC:24157	ACOT7		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	1p36.31	AB074417	"brain acyl CoA hydrolase", "Long chain acyl-CoA thioester hydrolase"
HGNC:15919	ACOT8	PTE1	hACTE-III, hTE, PTE-2, NAP1	20q13.12	AF014404	"choloyl-CoA hydrolase", "Nef (lentivirus myristoylated factor) associated protein 1"	"peroxisomal acyl-CoA thioesterase", "peroxisomal acyl-CoA thioesterase 1"
HGNC:17152	ACOT9		CGI-16, MT-ACT48, ACATE2	Xp22.11	AF132950
HGNC:18156	ACOT11	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	1p32.3	AB014607	"StAR-related lipid transfer (START) domain containing 14"	"thioesterase, adipose associated"
HGNC:24436	ACOT12		Cach, THEAL, STARD15	5q14.1	AB078619	"StAR-related lipid transfer (START) domain containing 15"
HGNC:20999	ACOT13	THEM2	HT012	6p22.3	AF220186		"thioesterase superfamily member 2"
HGNC:119	ACOX1		PALMCOX	17q25.1	U03254	"palmitoyl-CoA oxidase"	"acyl-Coenzyme A oxidase 1, palmitoyl", "acyl-CoA oxidase 1, palmitoyl"
HGNC:120	ACOX2		BRCACOX, BRCOX, THCCox	3p14.3	X95190	"trihydroxycoprostanoyl-CoA oxidase", "3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase", "branched chain acyl-CoA oxidase"	"acyl-Coenzyme A oxidase 2, branched chain", "acyl-CoA oxidase 2, branched chain"
HGNC:121	ACOX3			4p16.1	Y11411		"acyl-Coenzyme A oxidase 3, pristanoyl"
HGNC:25621	ACOXL		FLJ11042	2q13			"acyl-Coenzyme A oxidase-like"
HGNC:41112	ACOXL-AS1			2q13
HGNC:122	ACP1		HAAP, LMW-PTP, LMWPTP	2p25.3	M87546	"acid phosphatase of erythrocyte", "low molecular weight phosphotyrosine protein phosphatase", "red cell acid phosphatase"	"acid phosphatase 1, soluble"
HGNC:123	ACP2		LAP	11p11.2	X15525	"lysosomal acid phosphatase"
HGNC:125	ACP3	ACPP	ACP-3, PAP, TM-PAP	3q22.1		"prostatic acid phosphatase"	"acid phosphatase, prostate"
HGNC:14376	ACP4	ACPT		19q13.33	AF321918	"testicular acid phosphatase"	"acid phosphatase, testicular"
HGNC:124	ACP5		TRAP, HPAP, TRAcP	19p13.2	X14618	"tartrate-resistant acid phosphatase", "human purple acid phosphatase"
HGNC:29609	ACP6		LPAP, ACPL1	1q21.2	BC009965	"lysophosphatidic acid phosphatase"
HGNC:33781	ACP7		FLJ16165, PAPL1, PAPL	19q13.2		"purple acid phosphatase long form 1"
HGNC:126	ACR			22q13.33	CR456366	"preproacrosin", "acrosin light and heavy chain prepropeptide"
HGNC:17195	ACRBP		SP32, OY-TES-1, CT23	12p13.31	AB051833	"proacrosin binding protein sp32", "cancer/testis antigen 23"
HGNC:54745	ACRP1			2q14.1
HGNC:127	ACRV1		SPACA2, SP-10, D11S4365	11q24.2	AK223335	"sperm protein 10"
HGNC:128	ACS3
HGNC:29567	ACSBG1		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q25.1	AB014531	"bubblegum", "very long-chain acyl-CoA synthetase", "lipidosin"
HGNC:24174	ACSBG2		BGR, PRTD-NY3, DKFZp434K1635	19p13.3		"bubblegum related protein"
HGNC:26101	ACSF2		FLJ20920, ACSMW	17q21.33	AK024573, BC012053
HGNC:27288	ACSF3			16q24.3	AK075499	"malonyl-CoA synthetase"
HGNC:3569	ACSL1	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	"lignoceroyl-CoA synthase", "long-chain fatty-acid-coenzyme A ligase 1"	"fatty-acid-Coenzyme A ligase, long-chain 2"
HGNC:3570	ACSL3	FACL3	ACS3, PRO2194	2q36.1	D89053		"fatty-acid-Coenzyme A ligase, long-chain 3"
HGNC:40227	ACSL3-AS1			2q36.1	DB074600
HGNC:3571	ACSL4	FACL4, MRX63, MRX68	ACS4, LACS4	Xq23	BC034959	"lignoceroyl-CoA synthase", " long-chain fatty-acid-Coenzyme A ligase 4"	"fatty-acid-Coenzyme A ligase, long-chain 4", "mental retardation, X-linked 63", "mental retardation, X-linked 68"
HGNC:16526	ACSL5	FACL5	ACS5, ACS2	10q25.2	AB033899	"FACL5 for fatty acid coenzyme A ligase 5", "long-chain acyl-CoA synthetase 5", "long-chain fatty acid coenzyme A ligase 5", "fatty-acid-Coenzyme A ligase, long-chain 5"	"fatty-acid-Coenzyme A ligase, long-chain 5"
HGNC:16496	ACSL6	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31.1	AB020644		"fatty-acid-Coenzyme A ligase, long-chain 6"
HGNC:40772	ACSL6-AS1			5q31.1
HGNC:18049	ACSM1	BUCS1	MACS1	16p12.3	AB059429		"butyryl Coenzyme A synthetase 1"
HGNC:32017	ACSM2A	ACSM2	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039		"acyl-CoA synthetase medium-chain family member 2"
HGNC:30931	ACSM2B	ACSM2	HXMA, HYST1046	16p12.3	AY160217	"xenobiotic/medium chain fatty acid:CoA ligase"	"acyl-CoA synthetase medium-chain family member 2"
HGNC:10522	ACSM3	SAH	SA	16p12.3	D16350		"SA (rat hypertension-associated) homolog", "SA hypertension-associated homolog (rat)"
HGNC:32016	ACSM4			12p13.31		"similar to olfactory specific medium-chain acyl CoA synthetase"
HGNC:26060	ACSM5		FLJ20581	16p12.3
HGNC:51295	ACSM5P1			16p12.3
HGNC:31665	ACSM6	C10orf129	bA310E22.3	10q23.33			"chromosome 10 open reading frame 129"
HGNC:16091	ACSS1	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21			"acetyl-Coenzyme A synthetase 2 (AMP forming)-like"
HGNC:15814	ACSS2	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614		"acetyl-Coenzyme A synthetase 2 (ADP forming)"
HGNC:24723	ACSS3		FLJ21963	12q21.31
HGNC:129	ACTA1	ACTA	NEM3	1q42.13	J00068	"nemaline myopathy type 3"
HGNC:130	ACTA2		ACTSA	10q23.31	X13839		"actin, alpha 2, smooth muscle, aorta"
HGNC:45169	ACTA2-AS1		uc001kfo.1, ZXF1, UC001kfo	10q23.31	AK093340, AX748062
HGNC:131	ACTA3
HGNC:132	ACTB			7p22.1	M28424	"β-actin"
HGNC:17780	ACTBL2		DKFZp686D0972	5q11.2			"actin, beta-like 2"
HGNC:134	ACTBP1			Xp11.3			"actin, beta pseudogene 1"
HGNC:135	ACTBP2			5q14.1			"actin, beta pseudogene 2"
HGNC:136	ACTBP3			18q21.33			"actin, beta pseudogene 3"
HGNC:137	ACTBP4			5q31.1			"actin, beta pseudogene 4"
HGNC:138	ACTBP5			7q36.1
HGNC:139	ACTBP6			8q21.2			"actin, beta pseudogene 6"
HGNC:140	ACTBP7			15q15.3	V00479		"actin, beta pseudogene 7"
HGNC:141	ACTBP8		ACTBP2	6q15	V00481		"actin, beta pseudogene 8"
HGNC:142	ACTBP9			18q21.33	D50604		"actin, beta pseudogene 9"
HGNC:31819	ACTBP10			14q11.2			"actin, beta pseudogene 10"
HGNC:33971	ACTBP11			1q41			"actin, beta pseudogene 11"
HGNC:150	ACTBP12	ACTGP5		1p22.1			"actin, gamma pseudogene 5", "actin, beta pseudogene 12"
HGNC:45086	ACTBP14			10q22.1			"actin, beta pseudogene 14"
HGNC:55065	ACTBP15			22q13.2
HGNC:143	ACTC1	ACTC	CMD1R	15q14	BC009978		"actin, alpha, cardiac muscle"
HGNC:51491	ACTE1P			11q13.4
HGNC:144	ACTG1	ACTG, DFNA20, DFNA26		17q25.3			"deafness, autosomal dominant 20", "deafness, autosomal dominant 26"
HGNC:146	ACTG1P1	ACTGP1, ACT1GP1		3q23	D50658		"actin, gamma pseudogene 1"
HGNC:147	ACTG1P2	ACTL2, ACTGP2		Yq11.222			"actin, gamma pseudogene 2"
HGNC:148	ACTG1P3	ACTGP3		20p13	AF196978		"actin, gamma pseudogene 3"
HGNC:149	ACTG1P4	ACTGP4		1p21.1			"actin, gamma pseudogene 4"
HGNC:151	ACTG1P6	ACTGP6		1p21			"actin, gamma pseudogene 6"
HGNC:152	ACTG1P7	ACTGP7		1p21			"actin, gamma pseudogene 7"
HGNC:153	ACTG1P8	ACTGP8		1p21			"actin, gamma pseudogene 8"
HGNC:154	ACTG1P9	ACTGP9		6p12.3	D50659		"actin, gamma pseudogene 9"
HGNC:155	ACTG1P10	ACTL1, ACTGP10		Xp11.22	AL139396		"actin-like 1", "actin, gamma pseudogene 10"
HGNC:37651	ACTG1P11			Yq11.222
HGNC:44496	ACTG1P12			3p25.2
HGNC:49058	ACTG1P13			3q12.1
HGNC:49751	ACTG1P14			9p24.1
HGNC:51495	ACTG1P15			15q14
HGNC:51496	ACTG1P16			16q12.1
HGNC:51497	ACTG1P17			15q25.2
HGNC:51498	ACTG1P18			6q16.3
HGNC:51499	ACTG1P19			9q31.1
HGNC:51500	ACTG1P20			1p36.11
HGNC:51501	ACTG1P21			1p31.1
HGNC:51502	ACTG1P22			2p16.1
HGNC:51503	ACTG1P23			3q26.31
HGNC:49661	ACTG1P24	POTENP		17p11.2			"POTE ankyrin domain family, member N, pseudogene"
HGNC:54872	ACTG1P25		AGPG	1q32.1
HGNC:145	ACTG2	ACTL3, ACTA3	ACTSG	2p13.1			"actin, gamma 2, smooth muscle, enteric"
HGNC:156	ACTL2
HGNC:157	ACTL3
HGNC:158	ACTL4			3pter-q21
HGNC:159	ACTL5		ACTFIB	21q22.3
HGNC:24124	ACTL6A		Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1	3q26.33	AK098691	"BAF complex 53 kDa subunit", "BRG1-associated factor 53A", "actin-related protein 4", "INO80 complex subunit K"
HGNC:160	ACTL6B	ACTL6	BAF53B, SMARCN2	7q22.1	AB015906		"actin-like 6"
HGNC:161	ACTL7A			9q31.3	BC014610
HGNC:162	ACTL7B		Tact1	9q31.3	BC033789
HGNC:24018	ACTL8		CT57	1p36.13	AK057339	"cancer/testis antigen 57"
HGNC:28494	ACTL9		MGC33407	19p13.2
HGNC:16127	ACTL10	C20orf134		20q11.22	AL121906		"chromosome 20 open reading frame 134"
HGNC:44626	ACTL11P	ACTBP13		3p21.31			"actin, beta pseudogene 13", "ACTB pseudogene 13"
HGNC:163	ACTN1			14q24.1	M95178
HGNC:20131	ACTN1-DT	C14orf84, ACTN1-AS1		14q24.1	DB029126, AI147349		"chromosome 14 open reading frame 84", "ACTN1 antisense RNA 1 (non-protein coding)", "ACTN1 antisense RNA 1"
HGNC:164	ACTN2			1q43	BC047901
HGNC:165	ACTN3			11q13.2	M86407		"actinin, alpha 3", "actinin alpha 3 (gene/pseudogene)"
HGNC:166	ACTN4	FSGS1		19q13.2	D89980		"focal segmental glomerulosclerosis 1"
HGNC:44028	ACTN4P1			4q26
HGNC:44032	ACTN4P2			1p34.3
HGNC:51621	ACTP1			2q12.3
HGNC:167	ACTR1A		ARP1, Arp1A	10q24.32	X82206	"centractin alpha"	"ARP1 (actin-related protein 1, yeast) homolog A (centractin alpha)", "ARP1 actin-related protein 1 homolog A, centractin alpha", "ARP1 actin related protein 1 homolog A"
HGNC:54703	ACTR1AP1			2q13
HGNC:168	ACTR1B	CTRN2	Arp1B	2q11.2	X82207	"centractin beta"	"ARP1 (actin-related protein 1, yeast) homolog B (centractin beta)", "ARP1 actin-related protein 1 homolog B, centractin beta", "ARP1 actin related protein 1 homolog B"
HGNC:169	ACTR2		ARP2	2p14	AF006082		"ARP2 (actin-related protein 2, yeast) homolog", "ARP2 actin-related protein 2 homolog (yeast)", "ARP2 actin related protein 2 homolog"
HGNC:170	ACTR3		ARP3	2q14.1	AF006083		"ARP3 (actin-related protein 3, yeast) homolog", "ARP3 actin-related protein 3 homolog (yeast)", "ARP3 actin related protein 3 homolog"
HGNC:53965	ACTR3-AS1		AC104653.1	2q14.1
HGNC:17256	ACTR3B		ARP11, ARP3beta	7q36.1-q36.2			"ARP3 actin-related protein 3 homolog B (yeast)", "ARP3 actin related protein 3 homolog B"
HGNC:37724	ACTR3BP1			Yq11.21			"ARP3 actin-related protein 3 homolog B (yeast) pseudogene 1"
HGNC:38677	ACTR3BP2		FKSG73	2p11.1			"ARP3 actin-related protein 3 homolog B (yeast) pseudogene 2"
HGNC:38678	ACTR3BP3			16p11.2			"ARP3 actin-related protein 3 homolog B (yeast) pseudogene 3"
HGNC:38681	ACTR3BP4			4q24			"ARP3 actin-related protein 3 homolog B (yeast) pseudogene 4"
HGNC:38682	ACTR3BP5			10p11.1			"ARP3 actin-related protein 3 homolog B (yeast) pseudogene 5"
HGNC:38683	ACTR3BP6			22q11.1			"ARP3 actin-related protein 3 homolog B (yeast) pseudogene 6"
HGNC:54971	ACTR3BP7			22p11.2
HGNC:37282	ACTR3C		ARP11	7q36.1			"ARP3 actin-related protein 3 homolog C (yeast)", "ARP3 actin related protein 3 homolog C"
HGNC:31820	ACTR3P1			14q11.2			"ARP3 actin-related protein 3 homolog (yeast) pseudogene 1"
HGNC:38676	ACTR3P2			Xq13.1			"ARP3 actin-related protein 3 homolog (yeast) pseudogene 2"
HGNC:38679	ACTR3P3			3q12.2			"ARP3 actin-related protein 3 homolog (yeast) pseudogene 3"
HGNC:14671	ACTR5		FLJ12785, Arp5, INO80M	20q11.23	AK022847	"INO80 complex subunit M"	"ARP5 (actin-related protein 5, yeast) homolog", "ARP5 actin-related protein 5 homolog (yeast)", "ARP5 actin related protein 5 homolog"
HGNC:24025	ACTR6		ARP6, FLJ13433	12q23.1	AF212251		"ARP6 actin-related protein 6 homolog (yeast)", "ARP6 actin related protein 6 homolog"
HGNC:44210	ACTR6P1			4q25			"ARP6 actin-related protein 6 homolog (yeast) pseudogene 1"
HGNC:14672	ACTR8		INO80N, ARP8	3p21.1		"INO80 complex subunit N"	"ARP8 (actin-related protein 8, yeast) homolog", "ARP8 actin related protein 8 homolog"
HGNC:17372	ACTR10		HARP11, ACTR11, Arp11, Arp10	14q23.1	AF220190		"actin-related protein 10 homolog (S. cerevisiae)", "actin related protein 10 homolog"
HGNC:24027	ACTRT1		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	AF440739
HGNC:55127	ACTRT1P1			Xq25
HGNC:24026	ACTRT2		Arp-T2, ARPM2, FLJ25424	1p36.32	AF440740, AB057364
HGNC:24022	ACTRT3		ARPM1	3q26.2	AK055346	"actin related protein M1"
HGNC:171	ACVR1	ACVRLK2	SKR1, ALK2, ACVR1A	2q24.1			"activin A receptor, type I"
HGNC:172	ACVR1B	ACVRLK4	ALK4, SKR2, ActRIB	12q13.13			"activin A receptor, type IB"
HGNC:18123	ACVR1C		ALK7, ACVRLK7	2q24.1	BC022530		"activin A receptor, type IC"
HGNC:173	ACVR2A	ACVR2	ACTRII	2q22.3-q23.1			"activin A receptor, type II", "activin A receptor, type IIA"
HGNC:174	ACVR2B		ActR-IIB	3p22.2	X77533		"activin A receptor, type IIB"
HGNC:44161	ACVR2B-AS1			3p22.2	AK025619		"ACVR2B antisense RNA 1 (non-protein coding)"
HGNC:175	ACVRL1	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13	L17075	"activin receptor-like kinase 1"	"activin A receptor type II-like 1", "activin A receptor type IL"
HGNC:176	ACVRLK2
HGNC:177	ACY1			3p21.2	L07548
HGNC:178	ACY1L	ACY1L	AN	18q22.1			"aminoacylase 1-like"
HGNC:24104	ACY3		HCBP1, MGC9740, ACY-3	11q13.2	BC008689	"N-acyl-aromatic-L-amino acid amidohydrolase"	"aspartoacylase (aminoacylase) 3"
HGNC:179	ACYP1			14q24.3	X84194		"acylphosphatase 1, erythrocyte (common) type"
HGNC:180	ACYP2			2p16.2	X84195		"acylphosphatase 2, muscle type"
HGNC:181	AD1
HGNC:182	AD2	AD2		19			"Alzheimer disease 2 (APOE*E4-associated, late onset)"
HGNC:183	AD3
HGNC:184	AD4
HGNC:185	AD5			12p11.23-q13.12
HGNC:186	ADA		ADA1	20q13.12	X02994
HGNC:1839	ADA2	IDGFL, CECR1	ADGF	22q11.1	AF190746		"cat eye syndrome chromosome region, candidate 1"
HGNC:30713	ADAD1		Tenr	4q27	AK057303		"adenosine deaminase domain containing 1 (testis-specific)"
HGNC:44550	ADAD1P1			3p22.2			"adenosine deaminase domain containing 1 (testis-specific) pseudogene 1"
HGNC:44552	ADAD1P2			18q21.1			"adenosine deaminase domain containing 1 (testis-specific) pseudogene 2"
HGNC:30714	ADAD2		TENRL, FLJ00337	16q24.1	AF447586
HGNC:31853	ADAL			15q15.3
HGNC:187	ADAM1A	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	12q24.12-q24.13	Y09232	"fertilin alpha"	"a disintegrin and metalloproteinase domain 1 (fertilin alpha) pseudogene", "ADAM metallopeptidase domain 1, pseudogene", "ADAM metallopeptidase domain 1A, pseudogene"
HGNC:44366	ADAM1B			12q24.13			"ADAM metallopeptidase domain 1B, pseudogene"
HGNC:198	ADAM2	FTNB	PH-30b, PH30, CT15	8p11.22	U52370	"cancer/testis antigen 15"	"fertilin beta"
HGNC:209	ADAM3A	CYRN1	ADAM3, tMDCI	8p11.22	X89657		"cyritestin 1", "a disintegrin and metalloproteinase domain 3a (cyritestin 1)", "ADAM metallopeptidase domain 3A, pseudogene", "ADAM metallopeptidase domain 3A"
HGNC:210	ADAM3B	CYRN2		16q12.1	Y10615	"cyritestin 2"	"a disintegrin and metalloproteinase domain 3b (cyritestin 2)", "ADAM metallopeptidase domain 3B (non-functional)"
HGNC:212	ADAM5	ADAM5P	tMDCII	8p11.22	BC047448		"a disintegrin and metalloproteinase domain 5", "ADAM metallopeptidase domain 5, pseudogene"
HGNC:213	ADAM6	C14orf96	tMDCIV	14q32.33	AI024595		"chromosome 14 open reading frame 96", "a disintegrin and metalloproteinase domain 6", "ADAM metallopeptidase domain 6", "ADAM metallopeptidase domain 6, pseudogene"
HGNC:214	ADAM7		GP-83, EAPI	8p21.2	AF090327		"a disintegrin and metalloproteinase domain 7"
HGNC:56152	ADAM7-AS1			8p21.2
HGNC:56153	ADAM7-AS2			8p21.2
HGNC:215	ADAM8		CD156, MS2, CD156A	10q26.3	D26579		"a disintegrin and metalloproteinase domain 8"
HGNC:216	ADAM9	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.22	U41766	"meltrin gamma"	"a disintegrin and metalloproteinase domain 9 (meltrin gamma)", "cone rod dystrophy 9"
HGNC:188	ADAM10		kuz, MADM, HsT18717, CD156C	15q21.3	AF009615		"a disintegrin and metalloproteinase domain 10"
HGNC:189	ADAM11	MDC		17q21.31	D17390	"metalloproteinase-like, disintegrin-like, cysteine-rich protein"	"a disintegrin and metalloproteinase domain 11"
HGNC:190	ADAM12		MCMPMltna, MLTN	10q26.2	AF023476	"meltrin alpha"	"a disintegrin and metalloproteinase domain 12 (meltrin alpha)"
HGNC:43841	ADAM12-OT1		CAR10, FLJ31066	10q26.2		"chromatin associated RNA 10"
HGNC:193	ADAM15		MDC15	1q21.3	U46005	"metargidin"	"a disintegrin and metalloproteinase domain 15 (metargidin)"
HGNC:195	ADAM17	TACE	cSVP, CD156B	2p25.1	U69611	"cartilage snake venom-like protease", "TNF-alpha convertase enzyme", "a disintegrin and metalloproteinase 17"	"tumor necrosis factor, alpha, converting enzyme"
HGNC:196	ADAM18		tMDCIII, ADAM27	8p11.22	AJ133004		"a disintegrin and metalloproteinase domain 18"
HGNC:197	ADAM19		MLTNB	5q33.3	AF311317	"meltrin beta"	"a disintegrin and metalloproteinase domain 19 (meltrin beta)"
HGNC:199	ADAM20			14q24.2	AF029899		"a disintegrin and metalloproteinase domain 20"
HGNC:20102	ADAM20P1	C14orf55		14q24.2	BC047939		"chromosome 14 open reading frame 55"
HGNC:43901	ADAM20P2			4q34.2
HGNC:43902	ADAM20P3			4q35.2
HGNC:200	ADAM21		ADAM31	14q24.2	AF029900		"a disintegrin and metalloproteinase domain 21"
HGNC:19822	ADAM21P1	ADAM21P		14q24.2			"a disintegrin and metalloproteinase domain 21 pseudogene", "ADAM metallopeptidase domain 21 pseudogene"
HGNC:201	ADAM22		MDC2	7q21.12	AB009671	"metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2"	"a disintegrin and metalloproteinase domain 22"
HGNC:202	ADAM23		MDC3	2q33.3	AB009672		"a disintegrin and metalloproteinase domain 23"
HGNC:203	ADAM24P			8p22		"a disintegrin and metalloproteinase domain 24"
HGNC:206	ADAM28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	AJ242015		"a disintegrin and metalloproteinase domain 28"
HGNC:207	ADAM29		svph1, CT73	4q34.1	AF171929	"cancer/testis antigen 73"	"a disintegrin and metalloproteinase domain 29"
HGNC:208	ADAM30		svph4	1p12	AF171932		"a disintegrin and metalloproteinase domain 30"
HGNC:15479	ADAM32			8p11.22	BC026085		"a disintegrin and metalloproteinase domain 32"
HGNC:15478	ADAM33	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	AL117415, AB055891		"a disintegrin and metalloproteinase domain 33", "chromosome 20 open reading frame 153"
HGNC:16299	ADAMDEC1		M12.219	8p21.2	Y13323
HGNC:217	ADAMTS1		C3-C5, METH1, KIAA1346	21q21.3	AF060152	"metalloprotease and thrombospondin-1"	"a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1"
